Status_of_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate,Other_debtors,Present_residence_since,Property,Age,Other_installment_plans,Housing,Number_of_existing_credits,Job,Number_of_people_liable,Telephone,Foreign_worker,is_privileged,Risk,sex,age_cat
3.0,-0.5727307703292022,2.0,4.0,-1.0379016382870576,0.0,0.0,0.0241469167730741,1.0,3.0,0.0,-1.1914039404570154,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0
0.0,-1.2364778603818776,4.0,0.0,-0.9234164292765402,3.0,3.0,0.0241469167730741,0.0,3.0,0.0,0.3037877757521432,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1
2.0,-0.90460431535554,2.0,3.0,-0.6022907346526122,0.0,2.0,-1.7645135849361149,0.0,1.0,2.0,0.039930414068174,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2
1.0,0.5058582510063954,2.0,0.0,-0.6221395634593891,0.0,2.0,0.9184771676276684,2.0,1.0,3.0,-0.9275465787730462,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0
3.0,-0.0749204527896956,3.0,3.0,-0.0270291426276285,1.0,2.0,-0.8701833340815202,0.0,2.0,1.0,-0.3118794015104515,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,-1.0705410878687087,2.0,3.0,-0.6373806284360215,4.0,3.0,-0.8701833340815202,0.0,0.0,2.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,0
1.0,2.2481943623946683,3.0,4.0,0.9508801194776888,4.0,2.0,-1.7645135849361149,0.0,0.0,0.0,-0.6636892170890771,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.0749204527896956,4.0,4.0,-0.4885144123851939,0.0,2.0,0.9184771676276684,0.0,1.0,0.0,-0.3118794015104515,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.90460431535554,1.0,4.0,-0.6221395634593891,0.0,2.0,0.9184771676276684,0.0,0.0,3.0,-0.6636892170890771,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1
3.0,-0.738667542842371,2.0,1.0,-0.1209566360882697,1.0,1.0,-1.7645135849361149,0.0,3.0,2.0,-1.1914039404570154,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,0
3.0,-0.9875727016121244,4.0,4.0,-0.8291344924443494,1.0,0.0,0.9184771676276684,0.0,3.0,0.0,0.3917402296467996,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2
0.0,-0.90460431535554,2.0,3.0,-0.6717616354763317,0.0,2.0,-0.8701833340815202,0.0,1.0,0.0,-0.6636892170890771,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.0749204527896956,2.0,4.0,-0.6827493799943689,0.0,4.0,0.9184771676276684,0.0,3.0,2.0,0.3037877757521432,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1,2
0.0,-0.5727307703292022,4.0,0.0,0.1888268706460714,0.0,4.0,-0.8701833340815202,0.0,3.0,3.0,-0.3118794015104515,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.90460431535554,4.0,7.0,-0.4764633377525079,0.0,4.0,-0.8701833340815202,0.0,3.0,3.0,0.3917402296467996,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2
3.0,-0.9875727016121244,4.0,0.0,-0.7951079287755888,0.0,4.0,0.0241469167730741,0.0,3.0,0.0,-0.3998318554051079,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2,1
1.0,-0.738667542842371,2.0,4.0,-0.9017953836120152,0.0,4.0,0.9184771676276684,0.0,2.0,2.0,-0.3118794015104515,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2,1
3.0,0.7547634097761486,4.0,9.0,0.4192150621533045,4.0,4.0,0.9184771676276684,0.0,3.0,0.0,-0.3118794015104515,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,0.2569530922366421,2.0,4.0,-0.6161140261430461,0.0,1.0,0.9184771676276684,0.0,2.0,2.0,0.2158353218574868,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
0.0,-0.8216359290989554,2.0,0.0,1.564421595630028,0.0,4.0,-1.7645135849361149,0.0,3.0,1.0,0.039930414068174,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0,1
3.0,-0.0749204527896956,2.0,4.0,-0.8426033405632338,4.0,4.0,0.9184771676276684,0.0,1.0,2.0,-0.9275465787730462,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,0
3.0,-0.5727307703292022,2.0,0.0,-0.4906410726144914,4.0,3.0,0.9184771676276684,0.0,2.0,1.0,-0.3998318554051079,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2,1
3.0,-0.738667542842371,4.0,3.0,-0.6625461078160424,2.0,3.0,0.0241469167730741,0.0,3.0,2.0,0.1278828679628304,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
1.0,1.7503840448551615,1.0,0.0,2.370780265905344,4.0,0.0,0.9184771676276684,1.0,3.0,3.0,-0.3118794015104515,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
1.0,1.7503840448551615,2.0,4.0,-0.3846625045211642,0.0,3.0,0.9184771676276684,0.0,3.0,0.0,-0.6636892170890771,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2,1
0.0,0.5058582510063954,2.0,5.0,2.370780265905344,0.0,1.0,-1.7645135849361149,0.0,0.0,3.0,-0.3998318554051079,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1
3.0,-1.0705410878687087,2.0,4.0,-0.4814255449542021,0.0,2.0,-1.7645135849361149,0.0,1.0,0.0,-0.3998318554051079,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.2408572253028645,4.0,4.0,-0.3073938495233537,0.0,2.0,-0.8701833340815202,0.0,1.0,2.0,-1.3673088482463285,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
0.0,-0.90460431535554,2.0,3.0,-0.7855379577437499,4.0,4.0,-0.8701833340815202,0.0,3.0,1.0,0.1278828679628304,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,2
3.0,-1.2364778603818776,2.0,3.0,0.4748626714865901,0.0,1.0,-1.7645135849361149,0.0,3.0,1.0,-0.3118794015104515,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1,1
3.0,-0.0749204527896956,2.0,4.0,-0.6625461078160424,1.0,2.0,0.9184771676276684,0.0,3.0,2.0,-0.6636892170890771,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.738667542842371,4.0,1.0,-0.2949883315191181,3.0,4.0,0.0241469167730741,0.0,3.0,3.0,-1.1914039404570154,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2,0
3.0,-0.90460431535554,2.0,3.0,-0.694800454627055,0.0,2.0,0.9184771676276684,0.0,1.0,0.0,0.1278828679628304,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
2.0,-0.5727307703292022,1.0,4.0,-0.7185481605208774,4.0,3.0,0.9184771676276684,0.0,3.0,2.0,0.1278828679628304,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,-0.738667542842371,4.0,3.0,-0.7050793124019931,4.0,4.0,0.9184771676276684,0.0,3.0,1.0,0.5676451374361124,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
1.0,-0.0749204527896956,4.0,0.0,-0.0901200627634554,1.0,1.0,0.9184771676276684,0.0,1.0,2.0,-0.3118794015104515,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0,1
0.0,2.165225976138084,2.0,0.0,2.6408661150261312,0.0,1.0,-1.7645135849361149,0.0,0.0,0.0,-0.0480220398264823,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1
0.0,1.7503840448551615,2.0,1.0,0.1207737433085502,0.0,3.0,0.9184771676276684,0.0,2.0,1.0,-0.9275465787730462,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2,1
1.0,1.7503840448551615,3.0,2.0,1.019642133558309,1.0,0.0,-0.8701833340815202,0.0,3.0,3.0,-0.4877843092997643,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
1.0,-0.90460431535554,2.0,4.0,-0.8340966996460436,0.0,2.0,0.9184771676276684,2.0,3.0,0.0,0.1278828679628304,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1,2
0.0,-0.0749204527896956,3.0,4.0,-0.8426033405632338,0.0,1.0,0.9184771676276684,0.0,3.0,0.0,0.1278828679628304,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3,2
3.0,-0.738667542842371,2.0,9.0,-0.7780946469412086,0.0,2.0,-0.8701833340815202,0.0,1.0,0.0,-1.3673088482463285,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1
1.0,1.2525737273156552,2.0,1.0,2.1715830910944747,0.0,1.0,-1.7645135849361149,0.0,3.0,2.0,-0.9275465787730462,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,3,1
0.0,0.2569530922366421,4.0,1.0,1.115696287248248,0.0,4.0,-0.8701833340815202,0.0,3.0,3.0,0.7435500452254252,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,1,1
2.0,1.2525737273156552,4.0,1.0,0.1207737433085502,0.0,4.0,0.9184771676276684,0.0,3.0,3.0,0.3917402296467996,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
3.0,1.7503840448551615,4.0,9.0,1.115696287248248,4.0,4.0,0.9184771676276684,0.0,1.0,2.0,0.039930414068174,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0,2
1.0,2.2481943623946683,2.0,3.0,2.370780265905344,0.0,1.0,-1.7645135849361149,0.0,1.0,2.0,-1.3673088482463285,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1,1
3.0,-0.90460431535554,2.0,1.0,0.1161659794784056,4.0,1.0,-1.7645135849361149,0.0,3.0,2.0,-1.3673088482463285,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0
3.0,-0.9875727016121244,2.0,0.0,-0.7692335626524688,4.0,4.0,0.9184771676276684,1.0,1.0,1.0,0.039930414068174,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2,1
3.0,-0.5727307703292022,2.0,3.0,-0.508363241191971,0.0,2.0,0.0241469167730741,0.0,3.0,0.0,-0.0480220398264823,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
1.0,-0.2408572253028645,4.0,3.0,-0.4764633377525079,3.0,3.0,0.0241469167730741,0.0,1.0,2.0,-0.3998318554051079,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,-1.2364778603818776,2.0,0.0,-0.950354125514309,0.0,0.0,-1.7645135849361149,0.0,3.0,0.0,0.3037877757521432,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,2
1.0,1.2525737273156552,0.0,4.0,0.1888268706460714,0.0,2.0,0.9184771676276684,0.0,0.0,2.0,0.5676451374361124,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1,1
2.0,-0.0749204527896956,4.0,0.0,-0.7454858567586463,4.0,3.0,0.9184771676276684,0.0,1.0,0.0,-0.3118794015104515,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2,1
0.0,-0.9875727016121244,4.0,0.0,-0.8379955767330891,0.0,3.0,0.9184771676276684,1.0,2.0,1.0,0.1278828679628304,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2,2
3.0,1.7503840448551615,4.0,0.0,1.788784249820918,2.0,2.0,-0.8701833340815202,0.0,1.0,3.0,-0.0480220398264823,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2,1
3.0,-1.2364778603818776,2.0,3.0,-0.7033070955442452,3.0,2.0,0.9184771676276684,0.0,1.0,0.0,-0.3998318554051079,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1
3.0,0.5058582510063954,2.0,1.0,0.1317614878265875,4.0,3.0,-0.8701833340815202,0.0,3.0,1.0,-0.9275465787730462,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0
0.0,-0.738667542842371,2.0,4.0,-0.9017953836120152,1.0,1.0,0.9184771676276684,0.0,2.0,3.0,-0.2239269476157951,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,1
1.0,-1.1535094741252931,2.0,3.0,-0.7901457215738945,0.0,2.0,0.0241469167730741,0.0,3.0,0.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0
1.0,-1.0705410878687087,2.0,0.0,-1.0708648718411693,0.0,2.0,0.9184771676276684,0.0,3.0,0.0,-1.1914039404570154,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3,0
1.0,1.7503840448551615,2.0,2.0,0.1998146151641087,4.0,0.0,0.0241469167730741,0.0,3.0,3.0,-0.1359744937211387,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.0749204527896956,2.0,3.0,0.2115112464252451,1.0,2.0,0.9184771676276684,0.0,0.0,2.0,-0.9275465787730462,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,0
2.0,0.2569530922366421,2.0,3.0,0.169332485210844,0.0,1.0,-0.8701833340815202,0.0,3.0,2.0,-1.3673088482463285,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
1.0,-0.90460431535554,2.0,0.0,-0.9436197014548668,0.0,3.0,-0.8701833340815202,0.0,2.0,2.0,-0.9275465787730462,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0
2.0,-1.4024146328950464,2.0,0.0,-0.7167759436631296,4.0,1.0,-1.7645135849361149,0.0,1.0,0.0,-0.6636892170890771,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2,1
0.0,0.7547634097761486,1.0,3.0,-0.4764633377525079,0.0,4.0,0.9184771676276684,0.0,3.0,2.0,-0.4877843092997643,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2,1
0.0,-0.90460431535554,2.0,3.0,-0.9379486075100734,0.0,2.0,-0.8701833340815202,2.0,2.0,1.0,-0.2239269476157951,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2,1
1.0,-0.0749204527896956,2.0,3.0,0.0303906835634049,4.0,2.0,-1.7645135849361149,0.0,3.0,1.0,0.1278828679628304,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,2
3.0,-0.90460431535554,4.0,7.0,-0.9379486075100734,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.3998318554051079,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.4897623840726178,3.0,3.0,0.1317614878265875,0.0,4.0,-1.7645135849361149,0.0,3.0,1.0,-1.1914039404570154,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1
1.0,0.7547634097761486,4.0,0.0,0.3465541709856387,0.0,0.0,0.9184771676276684,0.0,1.0,2.0,-0.9275465787730462,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,3,1
0.0,-0.0749204527896956,2.0,4.0,-0.6590016741005464,0.0,1.0,0.9184771676276684,0.0,2.0,1.0,-0.3998318554051079,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1
0.0,-0.0749204527896956,2.0,1.0,-0.4247146055062679,0.0,3.0,-0.8701833340815202,0.0,0.0,3.0,-0.3998318554051079,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
0.0,-0.5727307703292022,2.0,3.0,-0.4906410726144914,3.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.6636892170890771,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.2408572253028645,4.0,0.0,-0.7951079287755888,0.0,2.0,0.9184771676276684,0.0,2.0,0.0,0.039930414068174,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
0.0,-1.1535094741252931,4.0,0.0,-0.2928616712898206,0.0,3.0,-1.7645135849361149,0.0,3.0,0.0,-0.2239269476157951,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2,1
3.0,-0.90460431535554,4.0,3.0,0.2462466968371049,4.0,4.0,-0.8701833340815202,0.0,3.0,1.0,0.1278828679628304,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,2
3.0,0.2569530922366421,2.0,0.0,-0.6189495731154429,3.0,3.0,0.9184771676276684,0.0,2.0,2.0,-0.1359744937211387,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1,1
2.0,0.7547634097761486,2.0,4.0,0.062290587002868,0.0,4.0,0.9184771676276684,0.0,1.0,2.0,-0.4877843092997643,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,-1.2364778603818776,2.0,4.0,-0.8340966996460436,0.0,4.0,0.9184771676276684,0.0,3.0,2.0,-0.6636892170890771,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.0749204527896956,4.0,1.0,0.6138044731340292,0.0,0.0,-0.8701833340815202,0.0,3.0,3.0,0.8315024991200816,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2,2
3.0,-0.2408572253028645,4.0,7.0,-0.498793270160132,1.0,2.0,0.9184771676276684,0.0,1.0,0.0,-0.4877843092997643,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1,1
1.0,2.2481943623946683,2.0,0.0,0.9469812423906432,1.0,1.0,0.9184771676276684,0.0,1.0,1.0,-0.9275465787730462,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1,0
3.0,1.7503840448551615,4.0,1.0,2.231129577514806,1.0,2.0,-0.8701833340815202,0.0,3.0,2.0,-0.9275465787730462,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0
0.0,-0.0749204527896956,0.0,3.0,-0.0270291426276285,0.0,4.0,0.0241469167730741,0.0,3.0,3.0,-1.1914039404570154,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2,0
0.0,-1.2364778603818776,4.0,3.0,-0.2949883315191181,0.0,2.0,-1.7645135849361149,0.0,3.0,0.0,-0.0480220398264823,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0,1
1.0,-0.8216359290989554,2.0,4.0,-0.6356084115782735,0.0,1.0,-0.8701833340815202,2.0,3.0,1.0,-1.1914039404570154,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0
0.0,-0.738667542842371,2.0,4.0,-0.7780946469412086,4.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.9275465787730462,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0
0.0,-0.0749204527896956,2.0,3.0,-0.0096614174216986,0.0,2.0,0.9184771676276684,0.0,3.0,1.0,-0.6636892170890771,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,-0.9875727016121244,2.0,3.0,-0.7050793124019931,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.4877843092997643,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
1.0,-0.0749204527896956,4.0,7.0,0.2437655932362578,0.0,1.0,-0.8701833340815202,0.0,3.0,3.0,-0.9275465787730462,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1,0
0.0,0.0080479334668887,2.0,3.0,0.1161659794784056,0.0,3.0,-1.7645135849361149,0.0,3.0,2.0,-1.3673088482463285,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1
1.0,-0.5727307703292022,2.0,4.0,-0.3339771023895729,2.0,1.0,-1.7645135849361149,0.0,2.0,0.0,-0.9275465787730462,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3,0
1.0,-0.5727307703292022,2.0,9.0,0.0385428811090455,0.0,4.0,-1.7645135849361149,1.0,0.0,0.0,-0.3998318554051079,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
2.0,-0.9875727016121244,2.0,0.0,-0.0557390557231452,0.0,1.0,-1.7645135849361149,2.0,0.0,1.0,-0.3118794015104515,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.4897623840726178,4.0,4.0,-0.6423428356377158,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,0.6555975913307688,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1
1.0,-0.8216359290989554,4.0,4.0,-0.8936431860663747,0.0,1.0,0.9184771676276684,2.0,3.0,0.0,-1.1914039404570154,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,0
1.0,-0.0749204527896956,2.0,4.0,-0.1312354938632078,2.0,0.0,-1.7645135849361149,0.0,3.0,3.0,-1.1914039404570154,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0
3.0,-1.2364778603818776,3.0,9.0,-0.6699894186185837,1.0,2.0,-1.7645135849361149,0.0,1.0,0.0,-0.3998318554051079,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2,1
1.0,-1.0705410878687087,4.0,7.0,-0.829488935815899,3.0,4.0,0.9184771676276684,0.0,2.0,3.0,-0.3998318554051079,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2,1
3.0,-1.0705410878687087,2.0,4.0,-0.7951079287755888,0.0,1.0,-1.7645135849361149,0.0,3.0,0.0,-1.1914039404570154,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1,0
1.0,-0.9875727016121244,2.0,3.0,-0.8195645214125105,0.0,2.0,-1.7645135849361149,0.0,1.0,2.0,-0.6636892170890771,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1,1
3.0,-0.5727307703292022,4.0,1.0,-0.3339771023895729,4.0,0.0,-0.8701833340815202,0.0,3.0,3.0,-0.2239269476157951,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,1
0.0,-0.90460431535554,0.0,4.0,0.3465541709856387,0.0,2.0,0.9184771676276684,0.0,1.0,1.0,-0.6636892170890771,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2,1
3.0,-0.9875727016121244,2.0,7.0,-0.9173908919601972,2.0,4.0,0.9184771676276684,0.0,3.0,3.0,0.039930414068174,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,2
1.0,-0.0749204527896956,2.0,0.0,-0.7862468444868491,0.0,1.0,0.9184771676276684,0.0,1.0,0.0,-1.1914039404570154,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0
3.0,-0.90460431535554,4.0,4.0,-0.5640108505252565,4.0,4.0,-1.7645135849361149,1.0,3.0,0.0,0.1278828679628304,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,2
3.0,0.7547634097761486,3.0,4.0,0.062290587002868,0.0,2.0,0.9184771676276684,0.0,1.0,2.0,-0.9275465787730462,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2,1
3.0,-0.738667542842371,2.0,4.0,-0.8844276584060854,0.0,2.0,0.9184771676276684,0.0,1.0,0.0,-0.9275465787730462,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3,1
0.0,0.5058582510063954,2.0,3.0,-0.5292754001133967,0.0,3.0,0.9184771676276684,0.0,3.0,0.0,-1.1914039404570154,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0
1.0,-0.5727307703292022,2.0,7.0,-0.7901457215738945,4.0,2.0,0.9184771676276684,0.0,3.0,3.0,0.5676451374361124,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,2
2.0,-0.90460431535554,2.0,4.0,-0.2928616712898206,4.0,4.0,-0.8701833340815202,0.0,2.0,2.0,-0.3118794015104515,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2,1
2.0,-0.738667542842371,3.0,0.0,-0.3630414588566393,0.0,2.0,-0.8701833340815202,0.0,1.0,2.0,0.039930414068174,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1,1
3.0,-1.2364778603818776,2.0,3.0,-0.6696349752470342,0.0,2.0,-1.7645135849361149,0.0,1.0,1.0,-1.3673088482463285,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3,0
0.0,-0.5727307703292022,2.0,3.0,-0.514388778508314,0.0,0.0,0.9184771676276684,0.0,0.0,2.0,-0.9275465787730462,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0
3.0,-0.90460431535554,2.0,9.0,-0.7033070955442452,0.0,3.0,-0.8701833340815202,0.0,3.0,2.0,-0.3118794015104515,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.5727307703292022,4.0,1.0,-0.1209566360882697,0.0,3.0,0.0241469167730741,0.0,0.0,2.0,-0.6636892170890771,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
0.0,-0.5727307703292022,2.0,3.0,-0.156046529871679,0.0,1.0,-1.7645135849361149,0.0,3.0,2.0,-1.1914039404570154,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0
0.0,0.7547634097761486,2.0,3.0,-0.2634428714512046,0.0,4.0,0.9184771676276684,0.0,1.0,2.0,-0.1359744937211387,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2,1
1.0,-0.2408572253028645,2.0,3.0,-0.0957911567082488,0.0,3.0,-0.8701833340815202,0.0,3.0,0.0,0.3917402296467996,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1,1
3.0,0.7547634097761486,2.0,0.0,-0.3672947793152343,4.0,2.0,0.9184771676276684,0.0,3.0,0.0,-0.3118794015104515,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2,1
3.0,-0.5727307703292022,4.0,4.0,0.2983498724548946,0.0,4.0,0.0241469167730741,0.0,3.0,2.0,-0.3998318554051079,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2,1
3.0,-0.9875727016121244,4.0,3.0,-0.6267473272895339,0.0,1.0,-1.7645135849361149,0.0,2.0,0.0,-1.1914039404570154,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1,0
3.0,2.2481943623946683,4.0,0.0,2.730185844656628,4.0,4.0,-0.8701833340815202,0.0,3.0,3.0,0.5676451374361124,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2,2
